date,theme,season,feast,description,class,liturgical-colour,translated,spb,emberogation,bishop,year-from,year-to,rcl,daily
28/07/2021,white,Pentecost,St Anne and St Joachim,"Parents of St Mary, Mother of the Lord",6,White,Translated from 26 July,,,,2020,2021,B,1
29/07/2021,white,Pentecost,Martha and Mary of Bethany,,6,White,,,,,2020,2021,B,1
30/07/2021,white,Pentecost,St Silas,Companion of Saint Paul,6,White,,,,,2020,2021,B,1
31/07/2021,white,Pentecost,St Ignatius Loyola,"Priest and Religious, 1556",6,White,,,,,2020,2021,B,1
01/08/2021,green,Pentecost,Tenth Sunday after Pentecost,Pentecost 10,3,Green,,SPB Trinity 9,,,2020,2021,B,1
02/08/2021,green,Pentecost,Monday after Pentecost 10,Feria,,Green,,,,,2020,2021,B,1
03/08/2021,green,Pentecost,Tuesday after Pentecost 10,Feria,,Green,,,,,2020,2021,B,1
04/08/2021,green,Pentecost,Wednesday after Pentecost 10,Feria,,Green,,,,,2020,2021,B,1
05/08/2021,red,Pentecost,St Oswald of Northumbria,"Martyr, 642",6,Red,,,,,2020,2021,B,1
06/08/2021,white,Pentecost,The Transfiguration of the Lord,,2,White,,,,,2020,2021,B,1
07/08/2021,green,Pentecost,Saturday after Pentecost 10,Feria,,Green,,,,,2020,2021,B,1
08/08/2021,green,Pentecost,Eleventh Sunday after Pentecost,Pentecost 11,3,Green,,SPB Trinity 10,,,2020,2021,B,1
09/08/2021,white,Pentecost,John Mason Neale,"Priest, 1866",6,White,,,,,2020,2021,B,1
10/08/2021,red,Pentecost,St Lawrence,"Deacon and Martyr, 258",6,Red,,,,,2020,2021,B,1
11/08/2021,white,Pentecost,St Clare of Assisi,"Religious, 1253",6,White,,,,,2020,2021,B,1
12/08/2021,white,Pentecost,St Blane,"Missionary, c.590",6,White,,,,,2020,2021,B,1
13/08/2021,white,Pentecost,Jeremy Taylor,"Bishop, 1667",6,White,,,,,2020,2021,B,1
14/08/2021,red,Pentecost,St Maximilian Kolbe,"Priest and Martyr, 1941",6,Red,,,,,2020,2021,B,1
15/08/2021,green,Pentecost,Twefth Sunday after Pentecost,Pentecost 12,3,Green,,SPB Trinity 11,,,2020,2021,B,1
16/08/2021,white,Pentecost,St Mary the Virgin,Mother of the Lord,4,White,Translated from 15 August,,,,2020,2021,B,1
17/08/2021,green,Pentecost,Tuesday after Pentecost 12,Feria,,Green,,,,,2020,2021,B,1
18/08/2021,green,Pentecost,Wednesday after Pentecost 12,Feria,,Green,,,,,2020,2021,B,1
19/08/2021,green,Pentecost,Thursday after Pentecost 12,Feria,,Green,,,,,2020,2021,B,1
20/08/2021,white,Pentecost,St Bernard of Clairvaux,"Abbot and Teacher of the Faith, 1153",6,White,,,,,2020,2021,B,1
21/08/2021,green,Pentecost,Saturday after Pentecost 12,Feria,,Green,,,,,2020,2021,B,1
22/08/2021,green,Pentecost,Thirteenth Sunday after Pentecost,Pentecost 13,3,Green,,SPB Trinity 12,,,2020,2021,B,1
23/08/2021,green,Pentecost,Monday after Pentecost 13,Feria,,Green,,,,,2020,2021,B,1
24/08/2021,red,Pentecost,St Bartholomew,Apostle,4,Red,,,,,2020,2021,B,1
25/08/2021,white,Pentecost,St Ebba of Coldingham,"Abbess, 683",6,White,,,,"Ordination of the Rt Revd Andrew Swift as Bishop of Brechin, 2018",2020,2021,B,1
26/08/2021,green,Pentecost,Thursday after Pentecost 13,Feria,,Green,,,,,2020,2021,B,1
27/08/2021,white,Pentecost,St Monnica,"Mother of St Augustine of Hippo, 387",6,White,,,,,2020,2021,B,1
28/08/2021,white,Pentecost,St Augustine of Hippo,"Bishop and Teacher of the Faith, 430",6,White,,,,,2020,2021,B,1
29/08/2021,green,Pentecost,Fourteenth Sunday after Pentecost,Pentecost 14,3,Green,,SPB Trinity 13,,,2020,2021,B,1
30/08/2021,red,Pentecost,The Beheading of John the Baptist,,4,Red,Translated from 29 August,,,,2020,2021,B,1
31/08/2021,white,Pentecost,St Aidan of Lindisfarne,"Bishop, 651",6,White,,,,,2020,2021,B,1
01/09/2021,green,Pentecost,Wednesday after Pentecost 14,Feria,,Green,,,,,2020,2021,B,1
02/09/2021,red,Pentecost,The Martyrs of New Guinea,1942,6,Red,,,,,2020,2021,B,1
03/09/2021,white,Pentecost,St Gregory the Great,Bishop and Teacher of the Faith,6,White,,,,,2020,2021,B,1
04/09/2021,green,Pentecost,Saturday after Pentecost 14,Feria,,Green,,,,,2020,2021,B,1
05/09/2021,green,Pentecost,Pentecost 15,,3,Green,,SPB Trinity 14,,,2020,2021,B,1
06/09/2021,green,Pentecost,Monday after Pentecost 15,Feria,,Green,,,,,2020,2021,B,1
07/09/2021,green,Pentecost,Tuesday after Pentecost 15,Feria,,Green,,,,,2020,2021,B,1
08/09/2021,white,Pentecost,The Birth of St Mary,Mother of the Lord,5,White,,,,,2020,2021,B,1
09/09/2021,green,Pentecost,Thursday after Pentecost 15,Feria,,Green,,,,,2020,2021,B,1
10/09/2021,green,Pentecost,Friday after Pentecost 15,Feria,,Green,,,,,2020,2021,B,1
11/09/2021,green,Pentecost,Saturday after Pentecost 15,Feria,,Green,,,,,2020,2021,B,1
12/09/2021,green,Pentecost,Pentecost 16,,3,Green,,SPB Trinity 15,,,2020,2021,B,1
13/09/2021,red,Pentecost,St Cyprian of Carthage,"Bishop and Martyr, 258",6,Red,,,,,2020,2021,B,1
14/09/2021,white,Pentecost,Holy Cross Day,,5,White or Red,,,,,2020,2021,B,1
15/09/2021,green,Pentecost,Wednesday after Pentecost 16,Feria,,Green,,,Ember day,,2020,2021,B,1
16/09/2021,white,Pentecost,St Ninian of Whithorn,"Bishop, 432",4,White,,,,,2020,2021,B,1
17/09/2021,white,Pentecost,St Hildegard of Bingen,"Abbess, 1179",6,White,,,Ember day,,2020,2021,B,1
18/09/2021,green,Pentecost,Saturday after Pentecost 16,Feria,,Green,,,Ember day,,2020,2021,B,1
19/09/2021,green,Pentecost,Seventeenth Sunday after Pentecost,Pentecost 17,3,Green,,SPB Trinity 16,,,2020,2021,B,1
20/09/2021,red,Pentecost,John Coleridge Patteson,"Bishop and Martyr, 1871",6,Red,,,,,2020,2021,B,1
21/09/2021,red,Pentecost,St Matthew,Apostle and Evangelist,4,Red,,,,,2020,2021,B,1
22/09/2021,green,Pentecost,Wednesday after Pentecost 17,Feria,,Green,,,,,2020,2021,B,1
23/09/2021,white,Pentecost,St Adamnan of Iona,"Abbot, 704",6,White,,,,,2020,2021,B,1
24/09/2021,green,Pentecost,Friday after Pentecost 17,Feria,,Green,,,,,2020,2021,B,1
25/09/2021,white,Pentecost,St Finnbar of Caithness,"Bishop, c.610",6,White,,,,,2020,2021,B,1
26/09/2021,green,Pentecost,Eighteenth Sunday after Pentecost,Pentecost 18,3,Green,,SPB Trinity 17,,,2020,2021,B,1
27/09/2021,white,Pentecost,St Vincent de Paul,"Priest, 1660",6,White,,,,,2020,2021,B,1
28/09/2021,green,Pentecost,Tuesday after Pentecost 18,Feria,,Green,,,,,2020,2021,B,1
29/09/2021,white,Pentecost,Michael and All Angels,,4,White,,,,,2020,2021,B,1
30/09/2021,white,Pentecost,St Jerome,"Priest and Teacher of the Faith, 420",6,White,,,,,2020,2021,B,1
01/10/2021,white,Pentecost,St Gregory the Enlightener,"Bishop, 'Apostle of Armenia', c.332",6,White,,,,,2020,2021,B,1
02/10/2021,green,Pentecost,Saturday after Pentecost 18,Feria,,Green,,,,,2020,2021,B,1
03/10/2021,green,Pentecost,Nineteenth Sunday after Pentecost,Pentecost 19,3,Green,,SPB Trinity 18,,,2020,2021,B,1
04/10/2021,white,Pentecost,St Francis of Assisi,"Deacon and Friar, 1226",6,White,,,,,2020,2021,B,1
05/10/2021,green,Pentecost,Tuesday after Pentecost 19,Feria,,Green,,,,,2020,2021,B,1
06/10/2021,green,Pentecost,Wednesday after Pentecost 19,Feria,,Green,,,,,2020,2021,B,1
07/10/2021,green,Pentecost,Thursday after Pentecost 19,Feria,,Green,,,,,2020,2021,B,1
08/10/2021,white,Pentecost,Alexander Penrose Forbes,"Bishop, 1875",6,White,,,,,2020,2021,B,1
09/10/2021,green,Pentecost,Saturday after Pentecost 19,Feria,,Green,,,,,2020,2021,B,1
10/10/2021,green,Pentecost,Twentieth Sunday after Pentecost,Pentecost 20,3,Green,,SPB Trinity 19,,,2020,2021,B,1
11/10/2021,white,Pentecost,St Kenneth,"Abbot, 600",6,White,,,,,2020,2021,B,1
12/10/2021,white,Pentecost,Elizabeth Fry,"Social reformer and philanthropist, 1845",6,White,,,,,2020,2021,B,1
13/10/2021,green,Pentecost,Wednesday after Pentecost 20,Feria,,Green,,,,"Ordination of the Rt Revd Mark Strange, Primus as Bishop of Moray, Ross and Caithness, 2007",2020,2021,B,1
14/10/2021,green,Pentecost,Thursday after Pentecost 20,Feria,,Green,,,,,2020,2021,B,1
15/10/2021,white,Pentecost,St Teresa of Avila,"Teacher of the Faith, 1582",6,White,,,,,2020,2021,B,1
16/10/2021,green,Pentecost,Saturday after Pentecost 20,Feria,,Green,,,,,2020,2021,B,1
17/10/2021,green,Pentecost,Twenty-first Sunday after Pentecost,Pentecost 21,3,Green,,SPB Trinity 20,,,2020,2021,B,1
18/10/2021,red,Pentecost,St Luke,Evangelist,4,Red,,,,,2020,2021,B,1
19/10/2021,white,Pentecost,Henry Martyn,"Priest and Missionary, 1812",6,White,,,,,2020,2021,B,1
20/10/2021,red,Pentecost,St Ignatius of Antioch,"Bishop and Martyr, c.115",6,Red,Translated from 17 October,,,"Ordination of the Rt Revd Ian Paton as Bishop of St Andrews, Dunkeld and Dunblane, 2018",2020,2021,B,1
21/10/2021,green,Pentecost,Thursday after Pentecost 21,Feria,,Green,,,,,2020,2021,B,1
22/10/2021,green,Pentecost,Friday after Pentecost 21,Feria,,Green,,,,,2020,2021,B,1
23/10/2021,red,Pentecost,St James of Jerusalem,"Martyr, c.62",4,Red,,,,,2020,2021,B,1
24/10/2021,green,Pentecost,Twenty-second Sunday after Pentecost,Pentecost 22,3,Green,,SPB Trinity 21,,,2020,2021,B,1
25/10/2021,green,Pentecost,Monday after Pentecost 22,Feria,,Green,,,,,2020,2021,B,1
26/10/2021,green,Pentecost,Tuesday after Pentecost 22,Feria,,Green,,,,,2020,2021,B,1
27/10/2021,green,Pentecost,Wednesday after Pentecost 22,Feria,,Green,,,,,2020,2021,B,1
28/10/2021,red,Pentecost,St Simon and St Jude,Apostles,4,Red,,,,,2020,2021,B,1
29/10/2021,red,Pentecost,James Hannington and Companions,"Bishop and Martyrs, 1885",6,Red,,,,,2020,2021,B,1
30/10/2021,green,Pentecost,Saturday after Pentecost 22,Feria,,Green,,,,,2020,2021,B,1
31/10/2021,green,Pentecost,Twenty-third Sunday after Pentecost,Pentecost 23,3,Green,,SPB Trinity 22,,,2020,2021,B,1
01/11/2021,white,Pentecost,All Saints,All Hallows' Day,2,White,,,,,2020,2021,B,1
02/11/2021,violet,Pentecost,All Souls,Commemoration of All the Faithful Departed,5,Violet or White,,,,,2020,2021,B,1
03/11/2021,white,Pentecost,Richard Hooker,"Priest and Teacher of the Faith, 1660",6,White,,,,,2020,2021,B,1
04/11/2021,green,Pentecost,Thursday after Pentecost 23,Feria,,Green,,,,,2020,2021,B,1
05/11/2021,green,Pentecost,Friday after Pentecost 23,Feria,,Green,,,,,2020,2021,B,1
06/11/2021,green,Pentecost,Saturday after Pentecost 23,Feria,,Green,,,,,2020,2021,B,1
07/11/2021,green,Pentecost,Twenty-fourth Sunday after Pentecost,Pentecost 24,3,Green,,SPB Trinity 23,,,2020,2021,B,1
08/11/2021,white,Pentecost,St Willibrord,"Bishop and Missionary, 739",6,White,Translated from 7 November,,,,2020,2021,B,1
09/11/2021,white,Pentecost,George Hay Forbes,"Priest, 1875",6,White,,,,,2020,2021,B,1
10/11/2021,white,Pentecost,St Leo the Great,"Bishop and Teacher of the Faith, 461",6,White,,,,,2020,2021,B,1
11/11/2021,white,Pentecost,St Martin of Tours,"Bishop, c.397",6,White,,,,,2020,2021,B,1
12/11/2021,white,Pentecost,St Machar,"Bishop, c.600",6,White,,,,,2020,2021,B,1
13/11/2021,green,Pentecost,Saturday after Pentecost 24,Feria,,Green,,,,,2020,2021,B,1
14/11/2021,green,Pentecost,Remembrance Sunday,Pentecost 25,3,Green,,SPB Trinity 24,,"Ordination of Samuel Seabury, Bishop, 1784",2020,2021,B,1
15/11/2021,green,Pentecost,Monday after Pentecost 25,Feria,,Green,,,,,2020,2021,B,1
16/11/2021,white,Pentecost,St Margaret of Scotland,"Queen of Scots, 1093",4,White,,,,,2020,2021,B,1
17/11/2021,white,Pentecost,St Hugh of Lincoln,"Bishop, 1200",6,White,,,,,2020,2021,B,1
18/11/2021,white,Pentecost,St Fergus,"Bishop, c.750",6,White,,,,,2020,2021,B,1
19/11/2021,white,Pentecost,St Hilda of Whitby,"Abbess, 680",6,White,,,,,2020,2021,B,1
20/11/2021,green,Pentecost,Saturday after Pentecost 25,Feria,,Green,,,,,2020,2021,B,1
21/11/2021,white,Pentecost,The Last Sunday after Pentecost,Christ the King,3,White or Red,,SPB Sunday next before Advent,,,2020,2021,B,1
22/11/2021,white,Pentecost,St Cecilia,"Martyr, c.230",6,White,,,,,2020,2021,B,1
23/11/2021,red,Pentecost,St Clement of Rome,"Bishop and Martyr, c.100",6,Red,,,,,2020,2021,B,1
24/11/2021,white,Pentecost,Lucy Menzies,"Scholar and Mystic, 1954",6,White,,,,,2020,2021,B,1
25/11/2021,white,Pentecost,St Columban,"Bishop, 615",6,White,Translated from 21 November,,,,2020,2021,B,1
26/11/2021,green,Pentecost,Friday after the Last Sunday after Pentecost,Feria,,Green,,,,,2020,2021,B,1
27/11/2021,green,Pentecost,Saturday after the Last Sunday after Pentecost,Feria,,Green,,,,,2020,2021,B,1
